
49,55,78,7.863113671,16.17772668,18.65580107,Soyabeans
46,76,77,6.967843048,19.68538502,18.2356751,Soyabeans
54,61,77,6.206582193,15.21618225,18.81198127,Soyabeans
38,60,76,8.868741443,17.80852431,18.65054116,Soyabeans
59,55,79,8.766128654,16.89574311,20.36720401,Soyabeans
36,76,75,8.736337905,16.63805158,18.38120357,Soyabeans
57,68,81,8.081095263,17.30457712,17.17012591,Soyabeans
35,66,81,6.138243973,15.77458129,19.37101121,Soyabeans
35,64,78,7.496645259,14.27327988,17.92845928,Soyabeans
52,60,79,8.380185271,18.23490739,19.45339934,Soyabeans
27,76,83,6.289614016,14.92241479,19.12829388,Soyabeans
57,60,84,6.586777189,17.26184541,19.1034283,Soyabeans
52,68,78,6.89655198,16.96070581,17.48504075,Soyabeans
43,79,79,7.806747656,18.98030507,19.40751744,Soyabeans
44,74,85,7.150681303,19.63719995,20.18649426,Soyabeans
24,55,78,6.64919573,15.15405941,17.30287885,Soyabeans
29,77,75,7.778591618,15.48083156,17.50361137,Soyabeans
20,60,78,6.358740355,14.70085967,18.17234999,Soyabeans
56,67,78,8.255450758,16.71826572,17.57445618,Soyabeans
37,66,85,6.456148474,18.91295403,20.93175255,Soyabeans
49,71,76,6.613072145,17.63879418,19.71098332,Soyabeans
59,69,80,8.165359297,17.86754927,19.07937684,Soyabeans
20,79,77,7.64867466,16.02542689,18.54988627,Soyabeans
24,56,85,6.545888558,17.41333199,18.19903647,Soyabeans
51,72,75,7.104224797,14.99451145,18.88852533,Soyabeans
57,73,85,7.358099622,14.72115044,18.49311205,Soyabeans
22,64,82,6.4740245,17.17260319,19.48974337,Soyabeans
52,73,79,7.840339389,18.74943955,17.25769499,Soyabeans
29,75,75,7.064790365,18.71483156,19.62416326,Soyabeans
44,59,78,7.599033472,19.85388984,20.67526473,Soyabeans
41,69,82,6.715587232,16.63294455,20.02381489,Soyabeans
52,56,85,6.81712422,14.44228303,20.1187446,Soyabeans
34,76,80,7.985417393,15.84572566,20.65691793,Soyabeans
42,74,83,7.545258424,14.2804191,19.2582557,Soyabeans
34,71,79,7.728998197,15.85622899,17.927806,Soyabeans
27,73,79,7.354973451,15.83500655,19.16288268,Soyabeans
30,70,79,7.313122235,19.96978871,20.26942271,Soyabeans
57,57,75,7.785039076,18.25142068,17.09104223,Soyabeans
27,79,82,6.307004923,17.54024066,17.06579293,Soyabeans
32,71,85,6.403982316,14.44008871,20.62767492,Soyabeans
31,76,82,7.599279991,17.85057083,20.8248451,Soyabeans
33,75,84,7.217018459,18.72831993,19.46210401,Soyabeans
47,80,77,7.561108006,16.42891834,17.18248372,Soyabeans
54,62,80,7.489545074,16.39055394,17.48911699,Soyabeans
47,79,78,6.609696734,14.76014523,17.48395377,Soyabeans
35,57,83,7.476800943,17.44534641,19.48316794,Soyabeans
53,73,77,7.325451279,18.09665739,19.71359733,Soyabeans
45,61,78,6.489389282,16.06240074,19.48649305,Soyabeans
37,78,79,7.786366322,14.82633099,19.95264829,Soyabeans
30,75,81,6.408437886,16.80472243,19.41789736,Soyabeans
37,55,82,8.423873703,18.02235902,19.45591848,Soyabeans
53,65,76,8.719960893,16.41998269,20.19137759,Soyabeans
22,60,85,7.811997977,14.74071856,18.8392908,Soyabeans
60,61,78,6.317153205,19.83643308,20.71219282,Soyabeans
42,67,77,7.114405288,15.9362937,18.99424448,Soyabeans
39,76,76,8.135900726,15.57324389,19.96837462,Soyabeans
35,63,76,7.714153038,17.60756635,17.81564548,Soyabeans
30,65,82,7.103798069,15.27824066,20.71424384,Soyabeans
57,56,78,8.861479668,18.75626255,17.34150229,Soyabeans
48,65,78,7.861128148,14.33847406,17.43732714,Soyabeans
36,56,83,7.4526709,19.76182946,18.89780215,Soyabeans
40,58,75,7.168096055,14.77959596,18.59190771,Soyabeans
49,69,82,7.26311855,15.36143547,18.31561493,Soyabeans
3,49,18,3.692863601,64.70930606,27.91095209,groundnuts
22,59,23,4.371745575,51.27868781,27.32220619,groundnuts
36,58,25,8.399135958,59.3189118,28.66024187,groundnuts
4,43,18,8.840656256,61.09387478,29.02955344,groundnuts
29,54,16,8.153022903,54.65030015,27.78031515,groundnuts
32,43,22,5.270749441,54.1077461,31.99928579,groundnuts
14,55,15,8.050304395,55.27755933,27.33580911,groundnuts
5,35,20,9.679240873,53.57014709,28.92952635,groundnuts
25,57,24,6.974978386,58.59986279,27.65472156,groundnuts
11,53,24,7.39389918,55.77264351,28.52396666,groundnuts
40,49,17,6.68727523,45.89239456,31.02215872,groundnuts
38,56,25,7.88118645,45.38497051,25.74095321,groundnuts
27,43,23,5.875333778,56.85420099,31.70447482,groundnuts
24,38,22,8.202706015,58.51663927,24.47876451,groundnuts
23,45,21,8.985348193,51.79939437,31.46511256,groundnuts
29,57,20,5.87707519,50.7330069,25.60973447,groundnuts
31,35,23,7.707595055,47.18283631,30.30260453,groundnuts
0,55,25,4.524171562,43.6672299,28.17489437,groundnuts
7,45,22,9.926212291,44.8302551,25.50634557,groundnuts
17,58,25,6.455592696,43.58788762,31.12896766,groundnuts
11,44,17,8.016210782,55.59160391,26.34043268,groundnuts
22,49,22,3.71105919,61.5620517,28.23494706,groundnuts
9,51,19,5.49091063,49.32609633,27.04453473,groundnuts
28,48,15,9.254089438,55.25435777,25.16125354,groundnuts
26,50,19,6.005242945,51.66921088,27.3179125,groundnuts
36,56,20,7.437078236,49.66474269,25.4123765,groundnuts
8,60,18,3.808429173,46.01868196,31.21629982,groundnuts
24,37,21,5.818219385,58.22686794,30.573999,groundnuts
22,43,24,4.52363558,53.2208266,25.42517036,groundnuts
36,43,24,3.510404312,43.65305437,27.09400578,groundnuts
22,44,24,6.030447288,56.32938343,24.30935081,groundnuts
17,43,22,5.498340808,45.90067655,30.06142622,groundnuts
8,45,15,4.61136408,60.9835384,28.09568993,groundnuts
7,56,23,5.545219232,40.00933429,26.33908791,groundnuts
36,57,16,8.292875734,57.14218792,28.61409059,groundnuts
11,45,19,3.828031463,44.359648,28.70012137,groundnuts
6,36,22,8.869532817,59.79236306,24.21610338,groundnuts
17,57,20,3.793575185,45.20094476,28.50677929,groundnuts
4,47,20,4.193189124,64.95585424,25.97948991,groundnuts
9,49,16,7.661537348,41.36561835,30.88482722,groundnuts
25,51,24,9.392694614,61.66852372,25.5042419,groundnuts
36,44,21,4.516154055,51.33189406,25.12528913,groundnuts
21,38,20,5.794289715,63.56791363,27.10508014,groundnuts
37,57,20,7.354286985,44.82069159,31.1006247,groundnuts
32,48,18,5.993513566,56.40226277,26.45707778,groundnuts
29,44,20,8.620107545,63.56222995,30.04132304,groundnuts
25,51,18,9.45949344,54.82130787,27.77799528,groundnuts
10,44,24,8.0344125,43.02151392,30.99256944,groundnuts
23,35,18,5.414492777,47.36534833,26.4908332,groundnuts
9,60,23,6.276004336,57.17377029,31.96987867,groundnuts
3,58,21,9.160691747,46.82652785,25.36140526,groundnuts
22,42,22,7.887658711,56.96640758,25.54249137,groundnuts
12,39,21,8.183844843,62.85948245,28.99319096,groundnuts
39,36,22,9.072011412,60.50320928,29.34317422,groundnuts
32,41,16,7.702287236,61.39451307,28.63618921,groundnuts
30,41,15,5.88509677,44.17085032,24.83206631,groundnuts
19,36,22,6.16496284,58.55363573,25.44689075,groundnuts
4,46,15,3.504752314,62.40392519,31.01274943,groundnuts
21,39,20,7.388007483,52.3003173,27.06179658,groundnuts
35,57,25,8.340398059,42.26206161,27.0956288,groundnuts
22,55,24,8.66077954,57.30636014,28.56800579,groundnuts
35,51,17,3.558822825,49.84213387,28.79929247,groundnuts
17,56,17,5.9565851,45.41393636,27.94293692,groundnuts
28,57,17,9.416003106,61.58245338,30.47757686,groundnuts
22,36,16,8.18422855,50.77148138,30.58139475,groundnuts
11,41,19,5.131779302,41.81420849,26.85911286,groundnuts
38,38,18,6.294130313,61.18749126,26.31051759,groundnuts
23,37,24,7.991902443,44.2252605,28.77833449,groundnuts
25,35,20,8.923095695,43.35365671,28.90245417,groundnuts
40,45,20,6.878498176,57.69622912,29.37687468,groundnuts
23,58,19,5.243634849,58.25204566,24.17093241,groundnuts
2,56,23,7.550090941,59.79023382,26.65333029,groundnuts
3,56,17,8.709291688,53.50567601,28.19912143,groundnuts
26,51,25,7.792508068,52.62741529,28.76488954,groundnuts
39,42,20,8.055908858,61.25353851,29.3499706,groundnuts
27,59,20,4.397698806,52.60950014,28.00937423,groundnuts
24,45,19,5.952384957,48.8246387,26.85851927,groundnuts
7,40,17,8.532078733,40.92604945,31.2123945,groundnuts
15,45,23,7.224193642,61.43378674,24.20422636,groundnuts
26,52,23,4.931890506,49.60384796,29.98835437,groundnuts
20,45,16,4.626212446,54.61813464,29.93964907,groundnuts
34,54,24,5.026003659,41.55934359,31.2119298,groundnuts
19,51,25,3.5253661,48.23991436,26.80474415,groundnuts
29,41,21,8.86979671,62.84916863,31.49398069,groundnuts
20,50,22,9.406887533,46.42693735,30.99694676,groundnuts
11,40,23,5.80428611,63.04749127,29.61253065,groundnuts
15,54,15,8.35495812,57.03184356,29.97604322,groundnuts
35,55,22,8.634929739,52.62696801,30.88883074,groundnuts
9,59,25,7.699200949,60.16299493,30.39321309,groundnuts
40,45,18,5.261285926,55.20522037,30.43683729,groundnuts
35,38,19,9.112771682,63.18180319,25.32688786,groundnuts
14,58,17,4.605700542,59.96664731,30.53684308,groundnuts
40,55,18,7.115994051,40.5926071,30.38257873,groundnuts
18,36,23,7.214078621,53.76623369,24.01825377,groundnuts
35,52,15,9.93509073,61.14754363,28.69841277,groundnuts
4,59,22,8.914074888,49.00323081,29.33743412,groundnuts
22,51,16,8.639586199,61.34900107,27.96583691,groundnuts
33,47,17,8.621514073,48.27531965,24.86803974,groundnuts
2,51,17,5.838508699,45.96341933,25.87682261,groundnuts
16,51,21,3.532008668,49.9767522,31.01963639,groundnuts
